,X,Y,Class
0,0.6730591096758743,0.33999401354035164,0
1,-0.8349224752730222,-0.4287191500114381,0
2,0.30605643954463646,-0.37442634074073494,0
3,0.6081141432111749,0.6107153048169225,1
4,0.30930312884897515,-0.023313392790694873,1
5,0.13863141303890408,-0.3309305127655826,1
6,-0.9112125855259954,-0.1827164549969062,0
7,0.1215508955392557,-0.7271922833429989,1
8,-0.6128796348727398,0.14565709500585106,1
9,0.0027933697056846674,-0.6097704415205394,0
10,0.45519952711795664,-0.5018211255677433,0
11,-0.2614432306945358,0.1967283654425036,0
12,-0.6850954622286004,-0.1873414383013517,1
13,-0.1399164305606094,0.142449136589138,0
14,0.11420804134590722,0.8219073540393201,0
15,-0.31020578845643665,-0.4593407417089521,0
16,-0.3702258059535271,0.14930497197852505,0
17,0.7837036443373114,-0.5930061267737671,0
18,-0.11636280814682042,-0.9546404292681261,0
19,-0.6129944509944223,0.009343776635079066,1
20,-0.9792603664336759,-0.016909534583069763,0
21,-0.18965265345276475,-0.31699376197444357,0
22,-0.16164758499511406,0.8853662800717217,1
23,0.3410031866731102,0.6882159187316377,0
24,0.8892370246209425,-0.2817965509342494,1
25,0.7842890761268194,0.3978865587420618,1
26,-0.2114200099969824,-0.7266735785941665,1
27,0.532129922496522,0.49801812378107024,0
28,-0.1514009964832275,-0.1933414668882237,1
29,-0.6412710648309833,-0.40985050296158976,1
30,-0.8465804424845356,0.4213858962052153,0
31,0.9990208396985027,0.024472584194616134,1
32,-0.20901070194741653,-0.9043845067930332,0
33,0.03308456086529787,-0.44146741500977105,0
34,-0.7246204250774927,0.09298334478252564,1
35,-0.9226355757974208,0.09800732120344614,0
36,0.1383774642702845,-0.9733784761678127,0
37,0.40193515756644455,0.8544993622788443,1
38,0.10778011962886772,0.41237493545717213,1
39,0.20229629013327605,0.27917967122474335,1
40,0.10351101969024425,-0.6349154367195177,1
41,-0.18948217464631806,0.7811468653753455,0
42,-0.2814457674158055,-0.4209726648941681,0
43,0.5979198378295689,0.3994828918551419,0
44,-0.46497384814955206,0.010363474044516293,0
45,0.022899217494892682,0.33571582146532963,0
46,-0.7701851218529119,0.41989609022813135,0
47,0.03171665879537755,-0.035647405810397326,1
48,0.2092266218518534,0.12393778485928883,0
49,0.6242117807430266,0.06394651517100539,0
50,0.33085025612863805,-0.684810065579554,1
51,-0.4456385960732736,0.01744067244406589,0
52,-0.6819424620095655,0.417685218912935,0
53,-0.8555717167180141,0.24435005139718982,0
54,-0.584465453193082,0.6023854654092861,0
55,0.7597055678266063,-0.5257050308799166,1
56,-0.8755580819407538,0.45417686276033536,1
57,-0.1114022124713082,0.060488760558420174,1
58,0.4229584686272796,-0.46443975622598277,0
59,0.3683912067409837,-0.054320077982240075,1
60,-0.6692417031768444,0.3427875577581401,0
61,0.225167207631034,-0.43796728711036986,0
62,0.9182767001799048,-0.24688129935374872,1
63,0.1964712002900279,-0.5140047371853024,0
64,-0.1384583876937269,0.0794901778239497,1
65,0.6143446663489458,0.6045407703931853,1
66,-0.925805515095201,-0.09252258739823331,0
67,-0.2944512557051938,-0.06890979704587288,0
68,-0.7757048005226057,0.46016910894930607,0
69,-0.9844664963737283,-0.06554025749529997,0
70,-0.6282468856165975,-0.24601440912729286,1
71,0.022087133602074763,-0.2543443298721842,1
72,0.1322865879919594,-0.2389105458160322,1
73,0.29509986580300535,-0.36760765285168834,0
74,0.630539907547294,0.34360007233710765,0
75,-0.3381209416841059,-0.3968837176567424,0
76,-0.3597714276663042,0.755017041970925,0
77,-0.5537228692920838,-0.13737987169974075,1
78,-0.003966089519185767,0.21940089227967488,0
79,0.9631102179620489,-0.08624738280043323,1
80,-0.8790898896961822,0.09704295442958825,0
81,0.6024607091326499,-0.7940146646827753,0
82,-0.5466885085935521,-0.4862174274978939,1
83,0.6283335719582461,0.31298023327023666,0
84,0.01535903530120089,0.9044664811117014,1
85,-0.6588822589363672,0.5631807029278919,0
86,-0.8872698214950171,-0.28162804619642456,0
87,-0.26124323420231976,0.009221420240146886,0
88,-0.6235388351706437,-0.3975682293959044,1
89,0.8208138512078964,0.2357292079570632,1
90,0.4782074637299819,0.7997811458013249,1
91,-0.6720991349265915,0.2902183772697338,0
92,0.4798731929517374,-0.5519168323255342,1
93,-0.46809564555617017,-0.3494793262772289,1
94,0.033366590264462224,0.011868910641586026,0
95,0.6363070222034832,-0.6864772743864394,0
96,0.13919039638472216,-0.004285694282633963,1
97,-0.02241429415398535,-0.6834706441179084,1
98,-0.2357450762137187,-0.023218355099549615,1
99,-0.7580917186155196,0.5487474232713634,0
100,0.2007875482272583,0.9676436734343031,1
101,0.21932795963134016,0.17930755566977796,0
102,0.6538178104962105,-0.6544519523853136,1
103,-0.3735690848057829,0.8940496355392502,1
104,0.036280472832701596,-0.7204657582051769,1
105,-0.7034965936404945,-0.27672518786735273,1
106,-0.26697493367374653,-0.3122293466526009,0
107,-0.7254486102830889,0.3127607788053937,0
108,-0.45607788006722244,0.2661744168565634,1
109,-0.6373978356823996,0.21432529901570913,1
110,0.423115984833103,-0.3686212051259612,0
111,0.750102408823351,0.5358964650198267,1
112,-0.6884392217073557,0.32155305519694427,0
113,0.6506872311705707,0.2595446851565098,0
114,-0.06561946328995832,-0.2273285086666728,1
115,0.27141995908962396,0.4931092012868804,1
116,0.027215431678639535,0.1381265213195372,0
117,0.6366072577387165,0.17876353189924557,0
118,-0.7151685743840558,-0.5153730668964178,0
119,-0.25267645616752793,0.7416036340236263,0
120,0.5447820040184658,-0.6333309257240165,1
121,-0.36194797244567745,-0.5470273160001597,1
122,0.2835699608003498,0.45434508489650594,1
123,-0.7251351610027268,0.2281071536407948,0
124,-0.14784103770821905,0.41799884723151604,1
125,-0.2135349444236305,0.9647770174665503,1
126,0.19438802132733676,-0.9582330556147373,0
127,0.2095750197780058,-0.2923232691740974,1
128,0.03614843705153079,-0.5048356678712743,0
129,-0.7407970636129693,-0.2520355368194265,0
130,0.3840044125633733,0.6747648045664559,0
131,-0.5182801578167779,-0.389121010849533,1
132,-0.8135924243606258,0.45245696985982997,0
133,-0.5893448816191155,-0.7711330157583689,0
134,0.5626080169399523,0.03909878210900448,0
135,0.31666902755320436,-0.5857031219436298,1
136,0.010160413820047195,-0.5022598079398972,0
137,0.3712891207446288,0.8219531073488453,1
138,0.4657148249227575,0.23706399235718364,1
139,0.505347776329928,-0.7205587900366095,1
140,0.45169547546600125,-0.11947815930087564,1
141,0.2698409120119272,0.3684512649888758,1
142,-0.20168209071313198,0.378664508370725,1
143,0.5941067576126989,-0.06536188013178039,0
144,0.3737865899752011,-0.14299895919455782,1
145,-0.5048817984274973,-0.2775117021176901,1
146,0.21072670890146838,-0.11317590805501421,1
147,0.2134600929613554,-0.31974511953206197,1
148,-0.14655734748323185,-0.5593825578149487,0
149,-0.6501733307328396,-0.2069222688528714,1
150,-0.5240034234928757,0.5831190152463667,0
151,0.0012388572196099013,0.6629398534966713,0
152,0.6745298596136895,0.1673928103576421,0
153,-0.5486099087808818,-0.7191029114299481,0
154,-0.5027870107580975,-0.8594331055078499,0
155,0.0008484096735556444,-0.8856385350924123,0
156,0.2879984580827181,0.3886066549377185,1
157,-0.5735315984726355,0.21061700048959883,1
158,0.7279218315427421,-0.004978224356525109,0
159,-0.3111030094888351,-0.7748269287541938,1
160,-0.18421148145857627,0.9651742830164449,1
161,-0.1951190318560373,0.14858018252877744,0
162,0.0825856452577734,-0.8507729103644311,1
163,0.1868842929427525,-0.4615959926090289,0
164,-0.8503372723893259,0.4496302455265223,1
165,0.9548013519208707,0.25717032722804145,1
166,-0.3415264995185741,0.561779994219636,1
167,0.4178573260838709,-0.7476640767345984,1
168,-0.8511774651025188,-0.003861608680852461,0
169,0.30632334661353455,0.695987232702527,0
170,0.02012852984650589,-0.8496898133839526,1
171,-0.41906620735248473,0.0008297532576820712,0
172,0.022181146315693335,0.4167893007184029,1
173,-0.19009326993715725,0.5843512157477546,1
174,0.5562399961656409,0.08917996456904614,0
175,0.054654998196166954,-0.2621013613660573,1
176,0.07970155157487001,0.33218038416519763,0
177,-0.9308484186059947,0.3305796346586652,1
178,0.6449998837172798,-0.14662945066015018,0
179,-0.39617849181306025,-0.003887894490941017,0
180,-0.7690604539693849,-0.2659897719553775,0
181,-0.2584730934757542,0.48980272551063647,1
182,0.19983625093713997,-0.4074025943618723,0
183,-0.21937241766365462,-0.6712512775366744,1
184,0.7271199070282658,-0.4967556747939196,1
185,0.502960380397519,-0.8005122648196739,0
186,-0.43925481447857473,0.10268821293083033,0
187,-0.5576208204283463,-0.2183957937344007,1
188,-0.0800988826109773,0.16133565227544724,0
189,-0.5355221304613219,0.12693675951432415,1
190,0.01410274314479806,0.532262542594659,1
191,0.1808851921859919,0.2979440125965408,1
192,0.2071571834649586,0.17727626498834667,0
193,0.727515277029266,0.2826559033249576,1
194,-0.4173828629592857,-0.10080073372991892,0
195,0.7413985210797653,0.44492222431861095,1
196,0.0701342931531598,-0.8690822051267433,1
197,-0.14846467846840652,-0.9139755677012423,0
198,0.4583344099426136,-0.8288530780697042,0
199,-0.8290390669315093,0.369475127408007,0
200,-0.6467675518002846,-0.31592474345547217,1
201,0.22866417267636638,-0.6135994826134908,1
202,-0.18228477201138282,-0.5485907489411344,0
203,-0.6936947295205673,0.15959947527873464,1
204,-0.9153424704037516,0.07347139440398417,0
205,-0.4401335434017698,-0.2689511165850092,0
206,-0.8725869718553049,-0.14961193916690713,0
207,-0.18426111632213618,-0.8797631598434766,0
208,-0.18471044081024823,-0.9030227180069899,0
209,-0.24151998769100308,0.6965794086031487,0
210,-0.4827450054253318,-0.7170256647388802,0
211,-0.1588446670184561,-0.4011904871943013,0
212,0.39996957440949654,-0.20521759858960698,1
213,-0.44876787354061737,-0.7512990819871088,0
214,0.2556200150501169,0.9486730695486362,1
215,0.023331214354970684,-0.19427302251168688,1
216,-0.7683468955280208,0.2559060288427693,0
217,-0.2567459996828166,0.09538974267325796,0
218,-0.33151966753768675,0.42145836953802396,1
219,0.8515428306767789,-0.02829935224267561,1
220,0.07677551262768127,0.47715541762779673,1
221,0.14186370185104263,0.5340990815547008,1
222,0.4135080949804172,0.7080336886557537,0
223,0.5992902423668303,0.6027008076476125,1
224,-0.00670107215867059,0.3773034117501087,1
225,0.6908654891573449,0.0945196019638155,0
226,0.03640134806469976,-0.28109149751616086,1
227,0.24579119814133463,0.4935506315469005,1
228,0.07764638325552994,0.8943777699239607,1
229,-0.23180698406318326,0.02764373475252704,1
230,0.16971980663787886,0.2350760315515926,0
231,0.010958812695392913,0.4306220650863409,1
232,0.7302953886206115,0.677071514257722,1
233,-0.4252301797778052,0.806506233180948,0
234,-0.0769509245770774,0.3467321695596231,0
235,-0.4672828035886894,-0.44401856554898744,1
236,0.6605535623091244,0.28368073405661115,0
237,0.43141224990518495,-0.4980729752828195,0
238,0.7725734626842651,0.03948550884010269,1
239,0.032036940455104974,-0.8049259229333959,1
240,-0.9673524647726032,0.09663863916885153,0
241,-0.5348982701221782,-0.2027798926871803,1
242,-0.7521721325579234,0.20734423496757512,0
243,-0.872357192618863,-0.2518369222440283,0
244,0.22322212130723793,0.5770122753814105,0
245,-0.4221582868425903,-0.47128259076827167,1
246,0.5410041372831261,-0.25299343489912035,0
247,-0.4775850486550936,-0.22755018040758296,0
248,-0.016810811005379414,-0.1501770531218251,1
249,-0.23216439819180157,-0.003490183897519698,1
250,-0.8240934155497008,-0.1581313586003737,0
251,-0.5111513538484468,-0.0012758070506638886,1
252,-0.740356718159031,-0.4379190455425647,0
253,0.19217608085025573,-0.18151912536410997,1
254,0.4945708789563521,-0.4216747849931133,0
255,-0.2234736809083399,0.7955948999897433,0
256,-0.32946306817850635,0.10091975394767251,0
257,-0.7737935951838394,0.346108854491755,0
258,0.6996771333760332,0.21936987342322328,0
259,-0.37645414331707616,-0.9254774882735056,0
260,-0.8585592697493498,-0.4581306729261118,0
261,0.6706324505591236,0.23792868937381215,0
262,-0.17926787892206844,0.6692105257361433,0
263,0.4626965158482591,0.5084338759002424,0
264,-0.052058834070038654,-0.38688860835357924,0
265,0.8551903861475043,-0.134172032407714,1
266,0.47152591490676876,0.46814959247929344,0
267,-0.48942489423807667,0.2353966115818006,1
268,0.7434694099995293,-0.4277789811154762,1
269,-0.11690690867942294,0.9457792023832855,1
270,0.78498230559965,0.4555698884695504,1
271,0.5468701229904073,-0.2605413707342265,0
272,-0.27562481974721237,-0.09359830895264946,0
273,0.6559508187576975,0.24548941992894333,0
274,-0.06969410618178253,-0.5204400645330648,0
275,0.7407988141032573,0.09472194861318402,0
276,-0.007616915676078244,-0.42881523232415053,0
277,0.6171590371374837,-0.6280898276216661,1
278,0.4496510174037909,-0.20629237297634376,0
279,0.5346734813446898,-0.7164303238446448,1
280,0.7385146447510857,0.6687316426284011,1
281,0.06090030341240328,0.2032749260330706,0
282,0.9216699873878549,0.2504634359153635,1
283,-0.031344388953931226,-0.4199148948931263,0
284,-0.4161469899832227,0.37120578081969924,1
285,-0.45822339083427654,-0.7900294773004989,0
286,-0.08553902932699564,0.786698458869146,0
287,-0.8304783775083246,-0.33583145979283624,0
288,0.513558339680962,0.6812463901930669,1
289,0.469199176210214,-0.5391482332808749,1
290,0.38281993992119967,-0.4162611233535934,0
291,0.39966942578026193,-0.8051886290630282,1
292,0.7109677625603499,0.5319403366771285,1
293,0.32539479981798536,-0.6353276205046217,1
294,-0.6046417271024727,-0.5036972766097731,1
295,0.9180827028626971,0.22412950735557619,1
296,0.11709947051043193,0.935570291889705,1
297,0.2252218234485925,0.7804452112603395,0
298,0.20227919543710066,-0.5018045020863388,0
299,-0.007516556747487103,0.24046765313911367,0
300,-0.0710143771740824,-0.7602910431574647,1
301,0.14533506686352682,-0.534505216137446,0
302,0.04623932167514833,0.9513379880322819,1
303,-0.33152937455869175,0.07244464484233192,0
304,-0.30223978383038913,-0.22652960285186058,0
305,0.33067320029380887,0.8768024697607688,1
306,0.33841524707941667,0.1771638450945014,1
307,0.00817760402110926,-0.10470060250981782,1
308,-0.2066261462230796,-0.5667641325698067,1
309,0.3265215691345823,0.33132651044069433,1
310,-0.30287994261766676,-0.7701804222237468,1
311,0.3468572244728315,-0.4615826599155352,0
312,-0.20448213863899647,-0.13041450880257308,1
313,-0.20576822601246156,-0.42161202747225857,0
314,-0.33841984863116653,-0.556981207192669,1
315,-0.4838099853795588,0.001837644075506318,0
316,0.8570452743431698,-0.0642341481413837,1
317,0.0481697604618341,0.1093785217780365,0
